"dataset","tissue","celltype","marker"
"tabulasapiens_top30","Prostate","hillock-club cell of prostate epithelium","TRIM31,CP,ADGRF1,CXCL17,CLCA4,MUC4,UPK1A,TMPRSS4,AGR3,DUOXA2,CAPNS2,PLA2G10,HPGD,SRPX2,VSIG2,TNFRSF21,S100P,LGALS4,RHBDL2,CAPN13,MMP7,MUC20,ERN2,BPIFB1,PIGR,SOX2,AC004080.1,LINC01133,PPARG,GPRC5A"
"tabulasapiens_top30","Prostate","macrophage","C1QB,C1QA,HLA-DRA,C1QC,HLA-DPA1,HLA-DPB1,TYROBP,APOE,CD163,RGS1,MS4A6A,AIF1,MS4A7,LYZ,FCER1G,VSIG4,APOC1,GPR34,LAPTM5,RNASE6,IL18,FCGR2A,FGL2,HLA-DRB1,HCLS1,GPR183,KCTD12,CD14,IL1B,ALOX5AP"
"tabulasapiens_top30","Prostate","nkt cell","CCL3,GNLY,GZMA,GZMK,NKG7,KLRF1,CST7,EOMES,KRT81,TRDC,CCR9,TMIGD2,SAMD3,KLRD1,SH2D1A,KLRC1,PRF1,TXK,SH2D1B,CD7,AC243829.4,KLRB1,CD247,KRT86,AC022182.2,CLIC3,GZMH,CCL5,TYROBP,CD69"
"tabulasapiens_top30","Prostate","erythroid progenitor","ALAS2,CA1,HBM,AHSP,HBQ1,TRIM58,SLC4A1,GYPB,HEMGN,EPB42,MYL4,IFIT1B,HBD,GYPA,AC092490.1,KLF1,TSPO2,ABCC13,SPTA1,SNCA,HBA1,NFE2,STRADB,GYPC,HBA2,PDZK1IP1,RBM38,HBB,SLC25A37,LYL1"
"tabulasapiens_top30","Prostate","cd8-positive, alpha-beta t cell","CXCR4,CCL5,CD69,CCL4,CD2,CYTIP,PTPRC,CD3D,IL7R,TRBC2,CD48,CD3E,CD8A,CD3G,IL32,CD52,TRAC,SRGN,DNAJB1,RGS1,ARHGDIB,HCST,AREG,LCP1,KLRB1,IFNG,FYB1,SAMSN1,SYTL3,PARP8"
"tabulasapiens_top30","Prostate","cd8b-positive nk t cell","GNLY,KLRD1,KLRC2,TRBC1,TRDC,CD160,DTHD1,IL7R,CCL5,CD7,CD69,TRGC2,AREG,CD96,CD52,PTPRC,GZMB,CD3E,CYTIP,SAMSN1,CD3D,CD3G,GPR171,CXCR4,TRGV3,TIGIT,CCL4,FYN,PTPN22,CD48"
"tabulasapiens_top30","Prostate","luminal cell of prostate epithelium","ACPP,KLK3,MSMB,KLK2,NEFH,NKX3-1,RDH11,CPE,FOLH1,AZGP1,STEAP2,SLC45A3,KLK4,PMEPA1,LINC01297,KIAA1324,PLPP1,NPY,TMPRSS2,TSPAN8,SLC30A4,GREB1,GALNT7,ZNF827,SLC44A4,ELK4,HOMER2,SLC39A6,SLC12A2,ZNF532"
"tabulasapiens_top30","Prostate","endothelial cell","SPARCL1,VWF,PECAM1,CAVIN2,FLT1,KLF2,PLVAP,EGFL7,LIFR,CLEC14A,EPAS1,GSN,IFI27,AQP1,ADGRL4,A2M,PTPRB,IGFBP4,CAV1,HSPG2,VIM,TGFBR2,ENG,TIMP3,APOLD1,PCAT19,EMCN,SOX18,SLC2A3,CLDN5"
"tabulasapiens_top30","Prostate","smooth muscle cell","RGS5,TAGLN,C11orf96,IGFBP7,SPARCL1,TPM2,IGFBP5,MYL9,MYH11,ACTA2,MGP,MFGE8,PPP1R14A,CSRP2,LMOD1,CAV1,PLN,FHL1,BGN,MYLK,AP002956.1,MAP1B,A2M,NEXN,ADAMTS1,RERGL,NOTCH3,TNS1,CAVIN3,CPM"
"tabulasapiens_top30","Prostate","stromal cell","AJ009632.2,CDH19,FP671120.5,ATP13A5,MTRNR2L10,AP000763.2,MTRNR2L8,MTCO1P2,AL512646.1,MTND4P12,MTCO2P2,MTND5P11,CSMD3,AC119674.1,ABCC13,ADGRD1,MTCO1P40,MTRNR2L12,MTCO2P12,HSP90AA2P,EEF1A1P13,MTCO3P12,EEF1A1P5,MTCO1P12,SVEP1,ADAM33,MUC16,FAIM2,RPL41,SGIP1"
"tabulasapiens_top30","Prostate","monocyte","RF00017-30,RF00012-18,AL512646.1,TMEM52B,FP671120.5,HSPA7,FCGR2C,FTH1P20,AC009226.1,CD68,SOD2-1,MTRNR2L8,FTLP2,TMSB4XP8,RNA5SP151,MTCO2P2,FTLP3,FCGR3B,SLC8A1-AS1,MTRNR2L12,FAM177B,EEF1A1P13,HSP90AA2P,HLA-DRB6,EEF1A1P11,FTH1P8,ACTBP2,EEF1A1P5,AC044781.1,MTCO1P40"
"tabulasapiens_top30","Prostate","t cell","IL7R,KLRD1,CD2,CD3E,IKZF1,CCL5,CD3G,CD3D,CD8A,PTPRC,ETS1,RESF1,BCL11B,S100A4,CXCR4,CYTIP,CD48,CD69,IL32,CD96,IKZF3,SCML4,KLRB1,PARP8,PRDM1,CELF2,TRAC,CD8B,SLA,CD52"
"tabulasapiens_top30","Prostate","club cell of prostate epithelium","SCGB3A1,PSCA,ELF3,RARRES1,OLFM4,PIGR,AZGP1,GNPTAB,MEIS2,AQP3,TGM4,KLK3,ZKSCAN1,TMEM63A,MSMB,SLC44A4,STEAP2,HPGD,SCUBE2,TMC5,ACPP,ENTPD5,KLK2,ROBO1,THSD4,FCGBP,TFF1,ARFGEF3,ERBB3,GALNT7"
"tabulasapiens_top30","Prostate","neutrophil","S100A12,FCGR3B,PROK2,CMTM2,CR1,CXCR1,MCEMP1,ALPL,MTND5P32,FPR2,ORM1,TNFRSF10C,ARG1,ADGRG3,ZDHHC19,TNFAIP6,LILRA5,NFE2,OLAH,FOLR3,PGLYRP1,RPH3A,PADI4,NFE4,CLEC4D,AC092746.1,LINC00671,FCAR,AC066616.2,RNA5SP207"
"tabulasapiens_top30","Prostate","myeloid cell","HLA-DPB1,C1QB,C1QA,HLA-DRA,C1QC,HLA-DPA1,TYROBP,HLA-DRB1,MS4A6A,CD163,ALOX5AP,KCTD12,FCER1G,AIF1,IGSF6,RGS1,LAPTM5,HCLS1,CTSS,IL18,FGL2,LYZ,VSIG4,MS4A7,ITGB2,LST1,OGFRL1,CYBB,CSF1R,RNASE6"
"tabulasapiens_top30","Prostate","hillock cell of prostate epithelium","KRT13,DHRS2,AKR1C2,TMPRSS4,CLCA4,HPGD,SLC14A1,TRIM31,C10orf99,MUC4,ANKRD20A11P,LINC00511,GABRE,SRPX2,TMPRSS11E,CLCA2,DUOX2,LYPD3,SHH,FER1L4,TMC7,ERN2,PTPRQ,SNX31,ANXA8,CAPNS2,F5,HS3ST6,CYP4F29P,PWRN1"
"tabulasapiens_top30","Prostate","sperm","CRISP3,GSTM1,ZNF883,AP002381.2,C15orf48,UBAC2-AS1,LINC01085,LINC02387,TMEM253,CLDN2,CA3-AS1,SULT2A1,AC139749.1,ANXA13,CRABP2,AL355877.1,ANXA9,AC074212.1,ZNF792,NPFFR2,AIF1L,LINC02062,C4orf48,CLPSL2,C9orf116,LINC02478,CYB5A,RPL17P36,HPN,KLHL14"
"tabulasapiens_top30","Prostate","mast cell","TPSB2,TPSAB1,CPA3,MS4A2,AL157895.1,CDK15,SIGLEC6,TPSD1,TLDC2,HDC,RAB44,AMHR2,CALB2,LINC01340,NTRK1,SIGLEC17P,HPGDS,RGS13,CATSPER1,SLC8A3,DHRS9,MAOB,GCSAML,SLC18A2,P2RY14,RHEX,IL5RA,AC099524.1,AL078590.3,LINC02147"
"tabulasapiens_top10","Salivary_Gland","acinar cell of salivary gland","AC006518.7,AQP5,AMY2B,S100A1,PRR4,LPO,PIP,FAM3D,TESC,PRB4"
"tabulasapiens_top10","Salivary_Gland","naive b cell","IGHM,IGHD,AL139020.1,CD79A,MS4A1,CD37,HLA-DRA,HLA-DQB1,CD79B,CD52"
"tabulasapiens_top10","Salivary_Gland","memory b cell","MS4A1,CD79A,BANK1,HLA-DRA,CD52,TNFRSF13C,CD37,HLA-DQB1,CD74,HLA-DPB1"
"tabulasapiens_top10","Salivary_Gland","cd4-positive helper t cell","IL7R,TRAC,BCL11B,CD3D,TCF7,CD3G,CD3E,TRBC2,CCR7,FYB1"
"tabulasapiens_top10","Salivary_Gland","pericyte cell","ACTA2,MYH11,LMOD1,CSRP2,NOTCH3,PPP1R14A,MYLK,SYNPO2,PLN,RERGL"
"tabulasapiens_top10","Salivary_Gland","nk cell","NKG7,GNLY,GZMA,CCL5,CST7,HCST,KLRD1,CTSW,PRF1,GZMK"
"tabulasapiens_top10","Salivary_Gland","fibroblast","DCN,COL6A3,APOD,CXCL14,ADH1B,SPARCL1,CFD,C1S,COL4A1,LAMA2"
"tabulasapiens_top10","Salivary_Gland","endothelial cell of lymphatic vessel","VWF,PECAM1,SELE,AQP1,MMRN1,ACKR1,TFPI,POSTN,PLVAP,CLDN5"
"tabulasapiens_top10","Salivary_Gland","adventitial cell","PLA2G2A,DCN,IGFBP6,MFAP5,IGFBP5,GPX3,TIMP3,CILP,ADH1B,FBLN1"
"tabulasapiens_top10","Salivary_Gland","b cell","MKI67,PCLAF,TYMS,TOP2A,RRM2,BIRC5,TPX2,MYBL2,CLSPN,ASPM"
"tabulasapiens_top10","Salivary_Gland","endothelial cell","VWF,IFI27,PECAM1,EPAS1,FLT1,A2M,AQP1,CAV1,PTPRB,CLEC14A"
"tabulasapiens_top10","Salivary_Gland","monocyte","CD163,TYROBP,S100A8,AIF1,MS4A6A,MRC1,FCER1G,VSIG4,CPM,MAFB"
"tabulasapiens_top10","Salivary_Gland","plasma cell","JCHAIN,IGHA2,MZB1,DERL3,SPAG4,CYTOR,FCRL5,CD27,SLAMF7,TNFRSF17"
"tabulasapiens_top10","Salivary_Gland","duct epithelial cell","LCN2,KRT19,TFCP2L1,ANKRD36C,WFDC2,ELF3,TCN1,MUC7,EHF,KRT7"
"tabulasapiens_top10","Salivary_Gland","basal cell","KRT17,S100A2,KRT14,MIR205HG,LAMB3,KRT5,TFCP2L1,DEFB1,KRT19,CLDN1"
"tabulasapiens_top10","Salivary_Gland","cd8-positive, alpha-beta t cell","IL7R,CCL5,KLRD1,CCL4,CD2,CD3E,CD69,CD8A,CD3G,PARP8"
"tabulasapiens_top10","Salivary_Gland","neutrophil","S100A8,IL1R2,S100A12,FPR1,FCGR3B,CSF3R,S100P,CXCR2,VNN2,PROK2"
"tabulasapiens_top10","Salivary_Gland","t cell","TMSB4XP8,BX679664.1,RPL21P16,RPL21P28,EEF1A1P5,IL7R,MALAT1,CD8A,CD3D,CD2"
"tabulasapiens_top10","Salivary_Gland","myoepithelial cell","ACTA2,MYLK,MYH11,ACTG2,MEG3,KRT5,CNN1,CARMN,NEXN,PPP1R14A"
"tabulasapiens_top10","Salivary_Gland","cd4-positive, alpha-beta t cell","RPL21P28,TMSB4XP4,RPL21P16,EEF1A1P5,TMSB4XP8,RPL7P1,BX679664.1,AC099560.2,AC090498.1,MTCO2P12"
"tabulasapiens_top10","Salivary_Gland","macrophage","CCL3,C1QB,C1QA,CD163,TYROBP,C1QC,SPP1,CCL4,IL1B,CXCL8"
"tabulasapiens_top10","Salivary_Gland","salivary gland cell","CENPF,MKI67,TOP2A,TPX2,ASPM,TYMS,UBE2C,CDK1,CENPE,ANLN"
"tabulasapiens_top10","Salivary_Gland","ionocyte","ASCL3,TMPRSS11E,MUC16,TFF3,GPRC6A,DGKI,CLNK,FAM162B,FOXI1,SCNN1B"
"tabulasapiens_top20","Salivary_Gland","acinar cell of salivary gland","AC006518.7,AQP5,AMY2B,S100A1,PRR4,LPO,PIP,FAM3D,TESC,PRB4,GGTA1P,CA6,AZGP1,C5orf46,TMED3,NDRG2,MUCL1,PRB1,CLDN10,TPD52L1"
"tabulasapiens_top20","Salivary_Gland","naive b cell","IGHM,IGHD,AL139020.1,CD79A,MS4A1,CD37,HLA-DRA,HLA-DQB1,CD79B,CD52,FCMR,TNFRSF13C,BANK1,HLA-DRB1,FCER2,CD74,CXCR4,AFF3,HLA-DPB1,HLA-DPA1"
"tabulasapiens_top20","Salivary_Gland","memory b cell","MS4A1,CD79A,BANK1,HLA-DRA,CD52,TNFRSF13C,CD37,HLA-DQB1,CD74,HLA-DPB1,HLA-DRB1,LINC01781,HLA-DPA1,CXCR4,XIST,HLA-DQA1,RALGPS2,RPL10P9,LTB,CD79B"
"tabulasapiens_top20","Salivary_Gland","cd4-positive helper t cell","IL7R,TRAC,BCL11B,CD3D,TCF7,CD3G,CD3E,TRBC2,CCR7,FYB1,GIMAP7,LEPROTL1,CD69,ARL4C,LEF1,TRBC1,CXCR4,CD52,PIK3IP1,SPOCK2"
"tabulasapiens_top20","Salivary_Gland","pericyte cell","ACTA2,MYH11,LMOD1,CSRP2,NOTCH3,PPP1R14A,MYLK,SYNPO2,PLN,RERGL,NDUFA4L2,FABP4,GJA4,GUCY1A1,COL14A1,MRVI1,CNN1,TBX2,RCAN2,MSRB3"
"tabulasapiens_top20","Salivary_Gland","nk cell","NKG7,GNLY,GZMA,CCL5,CST7,HCST,KLRD1,CTSW,PRF1,GZMK,CD7,XCL2,CD247,GZMM,KLRF1,GZMB,KLRB1,IL2RB,SAMD3,MATK"
"tabulasapiens_top20","Salivary_Gland","fibroblast","DCN,COL6A3,APOD,CXCL14,ADH1B,SPARCL1,CFD,C1S,COL4A1,LAMA2,IGFBP5,GPX3,C1R,SERPINF1,SERPING1,TIMP3,COL1A2,IGFBP7,LAMB1,COL4A2"
"tabulasapiens_top20","Salivary_Gland","endothelial cell of lymphatic vessel","VWF,PECAM1,SELE,AQP1,MMRN1,ACKR1,TFPI,POSTN,PLVAP,CLDN5,CAVIN2,GNG11,EPAS1,IFI27,CAV1,ENG,C2CD4B,ADAMTS1,THBD,AKAP12"
"tabulasapiens_top20","Salivary_Gland","adventitial cell","PLA2G2A,DCN,IGFBP6,MFAP5,IGFBP5,GPX3,TIMP3,CILP,ADH1B,FBLN1,CFD,COL6A3,C1S,SERPINF1,C1R,SERPING1,MMP2,CCN5,COL1A2,CCDC80"
"tabulasapiens_top20","Salivary_Gland","b cell","MKI67,PCLAF,TYMS,TOP2A,RRM2,BIRC5,TPX2,MYBL2,CLSPN,ASPM,UBE2C,SHCBP1,KIF11,GTSE1,CDKN3,PLK1,HMMR,NUSAP1,CCNA2,CCNB2"
"tabulasapiens_top20","Salivary_Gland","endothelial cell","VWF,IFI27,PECAM1,EPAS1,FLT1,A2M,AQP1,CAV1,PTPRB,CLEC14A,CLDN5,ADAMTS1,TGM2,PLVAP,ADGRL4,F8,CAVIN2,THBD,ENG,EMCN"
"tabulasapiens_top20","Salivary_Gland","monocyte","CD163,TYROBP,S100A8,AIF1,MS4A6A,MRC1,FCER1G,VSIG4,CPM,MAFB,MS4A7,ZEB2,F13A1,MPEG1,STAB1,C5AR1,LYVE1,CYBB,C1orf162,KCTD12"
"tabulasapiens_top20","Salivary_Gland","plasma cell","JCHAIN,IGHA2,MZB1,DERL3,SPAG4,CYTOR,FCRL5,CD27,SLAMF7,TNFRSF17,DUSP5,ANKRD36BP2,PIM2,JSRP1,TNFRSF18,SDC1,IGLL5,POU2AF1,TXNDC5,MEI1"
"tabulasapiens_top20","Salivary_Gland","duct epithelial cell","LCN2,KRT19,TFCP2L1,ANKRD36C,WFDC2,ELF3,TCN1,MUC7,EHF,KRT7,DEFB1,ALDH1A3,CCL28,RARRES1,DSP,TACSTD2,SAA1,TF,CLDN4,FOLR1"
"tabulasapiens_top20","Salivary_Gland","basal cell","KRT17,S100A2,KRT14,MIR205HG,LAMB3,KRT5,TFCP2L1,DEFB1,KRT19,CLDN1,CLU,KRT15,DST,TACSTD2,DSP,ITGB4,SFN,PERP,ITGA2,COL17A1"
"tabulasapiens_top20","Salivary_Gland","cd8-positive, alpha-beta t cell","IL7R,CCL5,KLRD1,CCL4,CD2,CD3E,CD69,CD8A,CD3G,PARP8,BCL11B,IL32,TSPYL2,CD3D,ETS1,ARL4C,SCML4,PRDM1,IKZF3,ID2"
"tabulasapiens_top20","Salivary_Gland","neutrophil","S100A8,IL1R2,S100A12,FPR1,FCGR3B,CSF3R,S100P,CXCR2,VNN2,PROK2,TREM1,AQP9,CMTM2,MCEMP1,CD177,MTND5P32,CXCR1,NFE2,MGAM,GLT1D1"
"tabulasapiens_top20","Salivary_Gland","t cell","TMSB4XP8,BX679664.1,RPL21P16,RPL21P28,EEF1A1P5,IL7R,MALAT1,CD8A,CD3D,CD2,CD96,KLRD1,RPL7P9,TMSB4XP4,CD69,CD3G,CCL5,TRAC,B2M,IL32"
"tabulasapiens_top20","Salivary_Gland","myoepithelial cell","ACTA2,MYLK,MYH11,ACTG2,MEG3,KRT5,CNN1,CARMN,NEXN,PPP1R14A,SYNM,MIR205HG,STAC2,TGFB1I1,LMOD1,MSRB3,WIF1,COL17A1,KCNMB1,C2orf40"
"tabulasapiens_top20","Salivary_Gland","cd4-positive, alpha-beta t cell","RPL21P28,TMSB4XP4,RPL21P16,EEF1A1P5,TMSB4XP8,RPL7P1,BX679664.1,AC099560.2,AC090498.1,MTCO2P12,RPL7P9,RPS3AP6,RPS3AP26,AC002075.2,MTCO2P2,FP671120.5,MTRNR2L12,MTND4P12,TMSB4XP1,AC090602.1"
"tabulasapiens_top20","Salivary_Gland","macrophage","CCL3,C1QB,C1QA,CD163,TYROBP,C1QC,SPP1,CCL4,IL1B,CXCL8,PLXDC2,FCER1G,MS4A7,VSIG4,MS4A6A,RGS1,FCGR3A,AIF1,SLC1A3,KCTD12"
"tabulasapiens_top20","Salivary_Gland","salivary gland cell","CENPF,MKI67,TOP2A,TPX2,ASPM,TYMS,UBE2C,CDK1,CENPE,ANLN,PCLAF,KNL1,GTSE1,TK1,BIRC5,RRM2,NUSAP1,CDC20,HMMR,CEP55"
"tabulasapiens_top20","Salivary_Gland","ionocyte","ASCL3,TMPRSS11E,MUC16,TFF3,GPRC6A,DGKI,CLNK,FAM162B,FOXI1,SCNN1B,HEPACAM2,NGFR,RCAN2,PDE1C,FMO1,ATP6V0D2,FAT3,LINC01187,BSND,PHACTR3"
"tabulasapiens_top30","Salivary_Gland","acinar cell of salivary gland","AC006518.7,AQP5,AMY2B,S100A1,PRR4,LPO,PIP,FAM3D,TESC,PRB4,GGTA1P,CA6,AZGP1,C5orf46,TMED3,NDRG2,MUCL1,PRB1,CLDN10,TPD52L1,KRT18,NUCB2,CALML5,PIGR,PRB2,BPIFA2,SEC11C,SLC13A5,CST5,PDZK1IP1"
"tabulasapiens_top30","Salivary_Gland","naive b cell","IGHM,IGHD,AL139020.1,CD79A,MS4A1,CD37,HLA-DRA,HLA-DQB1,CD79B,CD52,FCMR,TNFRSF13C,BANK1,HLA-DRB1,FCER2,CD74,CXCR4,AFF3,HLA-DPB1,HLA-DPA1,MARCH1,LINC00926,RALGPS2,STAG3,IRF8,LAPTM5,RCSD1,CD22,BCL11A,FCRL1"
"tabulasapiens_top30","Salivary_Gland","memory b cell","MS4A1,CD79A,BANK1,HLA-DRA,CD52,TNFRSF13C,CD37,HLA-DQB1,CD74,HLA-DPB1,HLA-DRB1,LINC01781,HLA-DPA1,CXCR4,XIST,HLA-DQA1,RALGPS2,RPL10P9,LTB,CD79B,BLK,LAPTM5,IRF8,POU2F2,MARCH1,CD48,CD22,VPREB3,FCMR,GPR183"
"tabulasapiens_top30","Salivary_Gland","cd4-positive helper t cell","IL7R,TRAC,BCL11B,CD3D,TCF7,CD3G,CD3E,TRBC2,CCR7,FYB1,GIMAP7,LEPROTL1,CD69,ARL4C,LEF1,TRBC1,CXCR4,CD52,PIK3IP1,SPOCK2,CD48,SELL,GIMAP4,HCST,RPL10P9,LDHB,PTPRC,CD2,NOSIP,SLC2A3"
"tabulasapiens_top30","Salivary_Gland","pericyte cell","ACTA2,MYH11,LMOD1,CSRP2,NOTCH3,PPP1R14A,MYLK,SYNPO2,PLN,RERGL,NDUFA4L2,FABP4,GJA4,GUCY1A1,COL14A1,MRVI1,CNN1,TBX2,RCAN2,MSRB3,ACTG2,EFHD1,ITGA7,ITGA8,CARMN,FRZB,EDNRA,WTIP,AVPR1A,RRAD"
"tabulasapiens_top30","Salivary_Gland","nk cell","NKG7,GNLY,GZMA,CCL5,CST7,HCST,KLRD1,CTSW,PRF1,GZMK,CD7,XCL2,CD247,GZMM,KLRF1,GZMB,KLRB1,IL2RB,SAMD3,MATK,PTGDR,SH2D1A,GZMH,FGFBP2,KLRG1,EOMES,DTHD1,TRDC,S1PR5,AL365475.1"
"tabulasapiens_top30","Salivary_Gland","fibroblast","DCN,COL6A3,APOD,CXCL14,ADH1B,SPARCL1,CFD,C1S,COL4A1,LAMA2,IGFBP5,GPX3,C1R,SERPINF1,SERPING1,TIMP3,COL1A2,IGFBP7,LAMB1,COL4A2,MMP2,GSN,NID1,COL3A1,MT2A,COL6A1,CALD1,PDGFRA,IGF1,COL6A2"
"tabulasapiens_top30","Salivary_Gland","endothelial cell of lymphatic vessel","VWF,PECAM1,SELE,AQP1,MMRN1,ACKR1,TFPI,POSTN,PLVAP,CLDN5,CAVIN2,GNG11,EPAS1,IFI27,CAV1,ENG,C2CD4B,ADAMTS1,THBD,AKAP12,APOLD1,RAMP3,CCL2,PCAT19,TGM2,PTPRB,ADAMTS9,CALCRL,LDB2,FLT1"
"tabulasapiens_top30","Salivary_Gland","adventitial cell","PLA2G2A,DCN,IGFBP6,MFAP5,IGFBP5,GPX3,TIMP3,CILP,ADH1B,FBLN1,CFD,COL6A3,C1S,SERPINF1,C1R,SERPING1,MMP2,CCN5,COL1A2,CCDC80,FSTL1,C3,PODN,PLPP3,FBN1,SPOCK1,RAMP2,FBLN2,COL3A1,NID1"
"tabulasapiens_top30","Salivary_Gland","b cell","MKI67,PCLAF,TYMS,TOP2A,RRM2,BIRC5,TPX2,MYBL2,CLSPN,ASPM,UBE2C,SHCBP1,KIF11,GTSE1,CDKN3,PLK1,HMMR,NUSAP1,CCNA2,CCNB2,CEP55,DLGAP5,NCAPG,KIFC1,AURKB,NUF2,CDCA8,CDCA5,KIF23,UHRF1"
"tabulasapiens_top30","Salivary_Gland","endothelial cell","VWF,IFI27,PECAM1,EPAS1,FLT1,A2M,AQP1,CAV1,PTPRB,CLEC14A,CLDN5,ADAMTS1,TGM2,PLVAP,ADGRL4,F8,CAVIN2,THBD,ENG,EMCN,APOLD1,ADGRF5,PODXL,CALCRL,GNG11,CD93,PLPP1,RAMP2,CD34,PCAT19"
"tabulasapiens_top30","Salivary_Gland","monocyte","CD163,TYROBP,S100A8,AIF1,MS4A6A,MRC1,FCER1G,VSIG4,CPM,MAFB,MS4A7,ZEB2,F13A1,MPEG1,STAB1,C5AR1,LYVE1,CYBB,C1orf162,KCTD12,MNDA,IL1R2,MS4A4A,FGL2,ITGB2,LST1,CSF1R,C3AR1,SPI1,FCN1"
"tabulasapiens_top30","Salivary_Gland","plasma cell","JCHAIN,IGHA2,MZB1,DERL3,SPAG4,CYTOR,FCRL5,CD27,SLAMF7,TNFRSF17,DUSP5,ANKRD36BP2,PIM2,JSRP1,TNFRSF18,SDC1,IGLL5,POU2AF1,TXNDC5,MEI1,CPNE5,EAF2,IGLV6-57,MIR155HG,CASP10,LINC02362,CD38,IGKV4-1,FER1L4,CCR10"
"tabulasapiens_top30","Salivary_Gland","duct epithelial cell","LCN2,KRT19,TFCP2L1,ANKRD36C,WFDC2,ELF3,TCN1,MUC7,EHF,KRT7,DEFB1,ALDH1A3,CCL28,RARRES1,DSP,TACSTD2,SAA1,TF,CLDN4,FOLR1,ATP1B1,CXCL17,SOX4,CLU,KRT8,RAB11FIP1,CD24,FOXQ1,ANXA1,SCNN1A"
"tabulasapiens_top30","Salivary_Gland","basal cell","KRT17,S100A2,KRT14,MIR205HG,LAMB3,KRT5,TFCP2L1,DEFB1,KRT19,CLDN1,CLU,KRT15,DST,TACSTD2,DSP,ITGB4,SFN,PERP,ITGA2,COL17A1,PDLIM1,ID1,MMP7,ETS2,G0S2,KLF5,TRIM29,HBEGF,TNS4,TUBA1C"
"tabulasapiens_top30","Salivary_Gland","cd8-positive, alpha-beta t cell","IL7R,CCL5,KLRD1,CCL4,CD2,CD3E,CD69,CD8A,CD3G,PARP8,BCL11B,IL32,TSPYL2,CD3D,ETS1,ARL4C,SCML4,PRDM1,IKZF3,ID2,KLRC1,CXCR4,CD96,CYTIP,CD8B,RESF1,SLA,PTPRC,SRGN,RUNX3"
"tabulasapiens_top30","Salivary_Gland","neutrophil","S100A8,IL1R2,S100A12,FPR1,FCGR3B,CSF3R,S100P,CXCR2,VNN2,PROK2,TREM1,AQP9,CMTM2,MCEMP1,CD177,MTND5P32,CXCR1,NFE2,MGAM,GLT1D1,RPH3A,ADGRG3,ARG1,ORM1,FOLR3,PGLYRP1,NFE4,C3orf86,RGS18,AC011472.2"
"tabulasapiens_top30","Salivary_Gland","t cell","TMSB4XP8,BX679664.1,RPL21P16,RPL21P28,EEF1A1P5,IL7R,MALAT1,CD8A,CD3D,CD2,CD96,KLRD1,RPL7P9,TMSB4XP4,CD69,CD3G,CCL5,TRAC,B2M,IL32,GPR171,CST3,CD3E,TMSB4X,ZG16B,BCL11B,AC005912.1,MGP,CXCR4,RPL23"
"tabulasapiens_top30","Salivary_Gland","myoepithelial cell","ACTA2,MYLK,MYH11,ACTG2,MEG3,KRT5,CNN1,CARMN,NEXN,PPP1R14A,SYNM,MIR205HG,STAC2,TGFB1I1,LMOD1,MSRB3,WIF1,COL17A1,KCNMB1,C2orf40,MOXD1,AF001548.3,SAMD5,KRT17,PCP4,COL23A1,TPM2,DKK3,LAMA3,TAGLN"
"tabulasapiens_top30","Salivary_Gland","cd4-positive, alpha-beta t cell","RPL21P28,TMSB4XP4,RPL21P16,EEF1A1P5,TMSB4XP8,RPL7P1,BX679664.1,AC099560.2,AC090498.1,MTCO2P12,RPL7P9,RPS3AP6,RPS3AP26,AC002075.2,MTCO2P2,FP671120.5,MTRNR2L12,MTND4P12,TMSB4XP1,AC090602.1,RPL23AP42,AC079250.1,RPS3AP5,RPL41P1,RPL13AP20,EEF1A1P13,AL122020.1,RPS3AP47,RPL21P75,RPL7P23"
"tabulasapiens_top30","Salivary_Gland","macrophage","CCL3,C1QB,C1QA,CD163,TYROBP,C1QC,SPP1,CCL4,IL1B,CXCL8,PLXDC2,FCER1G,MS4A7,VSIG4,MS4A6A,RGS1,FCGR3A,AIF1,SLC1A3,KCTD12,OLR1,FCGR2A,APOE,ALOX5AP,CCL3L1,CCL4L2,SGK1,CSF1R,IGSF6,C5AR1"
"tabulasapiens_top30","Salivary_Gland","salivary gland cell","CENPF,MKI67,TOP2A,TPX2,ASPM,TYMS,UBE2C,CDK1,CENPE,ANLN,PCLAF,KNL1,GTSE1,TK1,BIRC5,RRM2,NUSAP1,CDC20,HMMR,CEP55,DLGAP5,KIF11,NUF2,NCAPG,CCNA2,PBK,KIF23,ESCO2,KIF4A,NDC80"
"tabulasapiens_top30","Salivary_Gland","ionocyte","ASCL3,TMPRSS11E,MUC16,TFF3,GPRC6A,DGKI,CLNK,FAM162B,FOXI1,SCNN1B,HEPACAM2,NGFR,RCAN2,PDE1C,FMO1,ATP6V0D2,FAT3,LINC01187,BSND,PHACTR3,NEURL1,DMRT2,CLCNKB,C11orf16,AC103957.2,B4GALNT2,ATP6V1G3,FOXI2,CDH22,DDX4"
"tabulasapiens_top10","Skin","macrophage","EREG,RNASE1,C15orf48,IL1B,TLR2,CD163,HLA-DRA,IL1R2,FCER1G,ACSL1"
"tabulasapiens_top10","Skin","stromal cell","DCN,SERPINE2,TNFAIP6,APOD,COL6A2,PTGES,MMP2,AKR1C1,CFD,THBS2"
"tabulasapiens_top10","Skin","cd8-positive, alpha-beta memory t cell","CD8A,CXCR4,IL7R,PTPRC,CD8B,CD96,CRYBG1,LEPROTL1,CD3D,CNOT6L"
