"dataset","tissue","marker","manual_annotation","manual_CLname","manual_CLID","manual_broadtype","gpt4aug3_annotation","gpt4aug3_CLname","gpt4aug3_CLID","gpt4aug3_broadtype","gpt4aug3_agreement","gpt4mar23_annotation","gpt4mar23_CLname","gpt4mar23_CLID","gpt4mar23_broadtype","gpt4mar23_agreement","gpt3.5aug3_annotation","gpt3.5aug3_CLname","gpt3.5aug3_CLID","gpt3.5aug3_broadtype","gpt3.5aug3_agreement","CellMarker2.0_annotation","CellMarker2.0_CLname","CellMarker2.0_CLID","CellMarker2.0_broadtype","CellMarker2.0_agreement","SingleR_annotation","SingleR_CLname","SingleR_CLID","SingleR_broadtype","SingleR_agreement","ScType_annotation","ScType_CLname","ScType_CLID","ScType_broadtype","ScType_agreement"
"literature","Skin","CD3D, CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1","T cell","T cell","CL:0000084","t/nk cell","T cell","T cell","CL:0000084","t/nk cell",1,"T cells","T cell","CL:0000084","t/nk cell",1,"Endothelial Cell","endothelial cell","CL:0000115","endothelial cell",0,"Skin resident T cell",NA,NA,"t/nk cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"literature","Skin","VWF, PECAM1, CLDN5, PECAM1, RAMP3, CD300LG, BACE2, EPHB4, NOSTRIN, LDB2, PTPRB, EGLF7, CLDN5","Vascular Endothelial","endothelial cell of vascular tree","CL:0002139","endothelial cell","Endothelial cell","endothelial cell","CL:0000115","endothelial cell",0.5,"Endothelial cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Basal Keratinocyte","basal cell of epidermis","CL:0002187","epithelial cell",0.5,"Vascular endothelial cell","endothelial cell of vascular tree","CL:0002139","endothelial cell",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCL","B cell lymphoma","CST3,LYZ,FCER1G,SERPINA1,TYROBP,CD68,IFI30,AIF1,IFITM3,TMEM176B","Myeloid cells","myeloid cell","CL:0000763","myeloid cell","Macrophages","macrophage","CL:0000235","macrophage/monocyte",0,NA,NA,NA,NA,NA,"Macrophages/Monocytes","macrophage,monocyte","CL:0000235,CL:0000576","macrophage/monocyte",0,"Macrophage","macrophage","CL:0000235","macrophage/monocyte",0,"Monocyte","monocyte","CL:0000576","macrophage/monocyte",0,"Kupffer cells","Kupffer cell","CL:0000091","macrophage/monocyte",0
"BCL","B cell lymphoma","RGS13,IGLC1,CD79B,POU2F2,MS4A1,IGKV3-11,MEF2B,ACTG2,GRHPR,CD79A","Malignant B cells",NA,NA,"malignant cell","B cells","B cell","CL:0000236","b cell",0,NA,NA,NA,NA,NA,"B Cells","B cell","CL:0000236","b cell",0,"NA",NA,NA,NA,0,"B_cell","B cell","CL:0000236","b cell",0,"Naive B cells","naive B cell","CL:0000788","b cell",0
"BCL","B cell lymphoma","GZMK,CCL5,NKG7,CD8A,GZMA,GZMB,GZMH,CXCL13,CD3E,CST7","CD8 T cells","CD8-positive, alpha-beta T cell","CL:0000625","t/nk cell","Cd8+ T cells","CD8-positive, alpha-beta T cell","CL:0000625","t/nk cell",1,NA,NA,NA,NA,NA,"Cytotoxic T Cells","cytotoxic T cell","CL:0000910","t/nk cell",0.5,"NA",NA,NA,NA,0,"NK_cell","natural killer cell","CL:0000623","t/nk cell",0.5,"Effector CD8+ T cells","effector CD8-positive, alpha-beta T cell","CL:0001050","t/nk cell",0.5
"BCL","B cell lymphoma","KLF2,BANK1,LY9,CD55,CD79A,HLA-DQB1,NR4A1,HLA-DRA,TXNIP,NR4A2","Non-malignant B cells","B cell","CL:0000236","b cell","B cells","B cell","CL:0000236","b cell",1,NA,NA,NA,NA,NA,"Plasma Cells","plasma cell","CL:0000786","b cell",0.5,"NA",NA,NA,NA,0,"B_cell","B cell","CL:0000236","b cell",1,"Pre-B cells",NA,NA,"b cell",0.5
"BCL","B cell lymphoma","FOXP3,TNFRSF4,LTB,TNFRSF18,IL2RA,IL7R,TIGIT,IL32,CTLA4,CD7","Treg","regulatory T cell","CL:0000815","t/nk cell","Tregs","regulatory T cell","CL:0000815","t/nk cell",1,NA,NA,NA,NA,NA,"Regulatory T Cells","regulatory T cell","CL:0000815","t/nk cell",1,"NA",NA,NA,NA,0,"T_cells","T cell","CL:0000084","t/nk cell",0.5,"Memory CD4+ T cells","CD4-positive, alpha-beta memory T cell","CL:0000897","t/nk cell",0.5
"BCL","B cell lymphoma","TRDV2,TRGV9,KLRC1,IL7R,KLRB1,KLRD1,ZBTB16,S1PR5,ANXA1,RORA","gd T","gamma-delta T cell","CL:0000798","t/nk cell","Gamma delta T cells","gamma-delta T cell","CL:0000798","t/nk cell",1,NA,NA,NA,NA,NA,"Natural Killer Cells","natural killer cell","CL:0000623","t/nk cell",0.5,"NA",NA,NA,NA,0,"NK_cell","natural killer cell","CL:0000623","t/nk cell",0.5,"γδ-T cells","gamma-delta T cell","CL:0000798","t/nk cell",1
"BCL","B cell lymphoma","IL7R,TXNIP,CD3E,TMEM173,CD4,SPOCK2,CD5,ZFP36L2,SARAF,FXYD5","CD4 T cells","CD4-positive, alpha-beta T cell","CL:0000624","t/nk cell","CD4+ T cells","CD4-positive, alpha-beta T cell","CL:0000624","t/nk cell",1,NA,NA,NA,NA,NA,"T Cells","T cell","CL:0000084","t/nk cell",0.5,"NA",NA,NA,NA,0,"T_cells","T cell","CL:0000084","t/nk cell",0.5,"Memory CD4+ T cells","CD4-positive, alpha-beta memory T cell","CL:0000897","t/nk cell",0.5
"BCL","B cell lymphoma","PLP1,CRYAB,PTGDS,S100B,TF,PPP1R14A,SELENOP,S100A1,GPM6B,APLP1","Oligo","oligodendrocyte","CL:0000128","oligodendrocyte","Oligodendrocytes","oligodendrocyte","CL:0000128","oligodendrocyte",1,NA,NA,NA,NA,NA,"Oligodendrocytes","oligodendrocyte","CL:0000128","oligodendrocyte",1,"Astrocyte","astrocyte","CL:0000127","astrocyte",0.5,"Astrocyte","astrocyte","CL:0000127","astrocyte",0.5,"ENS glia",NA,NA,"glial cell",0.5
"BCL","B cell lymphoma","GNLY,KLRD1,HOPX,CTSW,TYROBP,FCGR3A,FGFBP2,KLRC2,TRDC,PRF1","NK","natural killer cell","CL:0000623","t/nk cell","NK cells","natural killer cell","CL:0000623","t/nk cell",1,NA,NA,NA,NA,NA,"Natural Killer Cells","natural killer cell","CL:0000623","t/nk cell",1,"NA",NA,NA,NA,0,"NK_cell","natural killer cell","CL:0000623","t/nk cell",1,"Natural killer  cells","natural killer cell","CL:0000623","t/nk cell",1
"coloncancer","colon cancer","KRT18,KRT8,EPCAM,CLDN3,KRT19,TFF3,CLDN4,TSPAN8,CD24,CEACAM5","colon cancer cell",NA,NA,"malignant cell","Epithelial cells (colon cancer cells)",NA,NA,"malignant cell",1,NA,NA,NA,NA,NA,"Epithelial Cells (Colon Cancer Cells)",NA,NA,"malignant cell",1,"Goblet cell","goblet cell","CL:0000160","epithelial cell",0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0,"Cholangiocytes","cholangiocyte","CL:1000488","epithelial cell",0
"coloncancer","colon cancer","PHGR1,GUCA2A,MT1G,PIGR,MT1E,GUCA2B,FABP1,LGALS4,FXYD3,CKB","Epithelial cells","epithelial cell","CL:0000066","epithelial cell","Enterocytes","enterocyte","CL:0000584","epithelial cell",0.5,NA,NA,NA,NA,NA,"Goblet Cells","goblet cell","CL:0000160","epithelial cell",0.5,"Coloncyte","colon epithelial cell","CL:0011108","epithelial cell",0.5,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",1,"MUC13_DMBT1 positive cells",NA,NA,NA,0
"coloncancer","colon cancer","IGFBP7,SPARC,CALD1,COL1A2,COL3A1,COL1A1,DCN,COL6A2,LUM,MGP","Stromal cells","stromal cell","CL:0000499","stromal cell","Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5,NA,NA,NA,NA,NA,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5,"Fibroblast","fibroblast","CL:0000057","fibroblast",0.5,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0.5
"coloncancer","colon cancer","TYROBP,FCER1G,IL1B,CCL3,CXCL8,CCL3L3,G0S2,S100A9,LYZ,AIF1","Myeloids","myeloid cell","CL:0000763","myeloid cell","Myeloid cells","myeloid cell","CL:0000763","myeloid cell",1,NA,NA,NA,NA,NA,"Macrophages/Monocytes","macrophage,monocyte","CL:0000235,CL:0000576","macrophage/monocyte",0,"M1 macrophage","inflammatory macrophage","CL:0000863","macrophage/monocyte",0,"Monocyte","monocyte","CL:0000576","macrophage/monocyte",0,"Macrophages","macrophage","CL:0000235","macrophage/monocyte",0
"coloncancer","colon cancer","CD3D,TRAC,CCL5,CD7,CD3E,TRBC2,CD2,KLRB1,CD52,TRBC1","T cells","T cell","CL:0000084","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",1,NA,NA,NA,NA,NA,"T Cells","T cell","CL:0000084","t/nk cell",1,"T cell","T cell","CL:0000084","t/nk cell",1,"T_cells","T cell","CL:0000084","t/nk cell",1,"Memory CD8+ T cells","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell",0.5
"coloncancer","colon cancer","JCHAIN,CD79A,IGHA1,IGHA2,MZB1,IGLC3,IGLC2,IGKC,AL928768.3,DERL3","B cells","B cell","CL:0000236","b cell","B cells","B cell","CL:0000236","b cell",1,NA,NA,NA,NA,NA,"B Cells (Plasma Cells)","plasma cell","CL:0000786","b cell",0.5,"Plasma cell","plasma cell","CL:0000786","b cell",0.5,"B_cell","B cell","CL:0000236","b cell",1,"Memory B cells","memory B cell","CL:0000787","b cell",0.5
"coloncancer","colon cancer","TPSB2,TPSAB1,CPA3,HPGDS,GATA2,MS4A2,C1orf186,LTC4S,SLC18A2,HDC","Mast cells","mast cell","CL:0000097","granulocyte","Mast cells","mast cell","CL:0000097","granulocyte",1,NA,NA,NA,NA,NA,"Mast Cells","mast cell","CL:0000097","granulocyte",1,"Mast cell","mast cell","CL:0000097","granulocyte",1,"NK_cell","natural killer cell","CL:0000623","t/nk cell",0.5,"Basophils","mature basophil","CL:0000043","granulocyte",0.5
"lungcancer","lung cancer and brain metastasis","LYZ,C1QA,C1QB,AIF1,TYROBP,FCER1G,CD68,C1QC,APOC1,LST1","Myeloid cells","myeloid cell","CL:0000763","myeloid cell","Macrophages / Microglia","macrophage,microglial cell","CL:0000235,CL:0000129","macrophage/monocyte,microglia",0,NA,NA,NA,NA,NA,"Macrophages/Monocytes","macrophage,monocyte","CL:0000235,CL:0000576","macrophage/monocyte",0,"Tissue-resident macrophage","tissue-resident macrophage","CL:0000864","macrophage/monocyte",0,"Monocyte","monocyte","CL:0000576","macrophage/monocyte",0,"Kupffer cells","Kupffer cell","CL:0000091","macrophage/monocyte",0
"lungcancer","lung cancer and brain metastasis","TRAC,CD3D,IL32,CD3E,CD2,TRBC2,TRBC1,CD3G,CCL5,IL7R","T lymphocytes","T cell","CL:0000084","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",1,NA,NA,NA,NA,NA,"T Cells","T cell","CL:0000084","t/nk cell",1,"Naive-like T cell","naive T cell","CL:0000898","t/nk cell",0.5,"T_cells","T cell","CL:0000084","t/nk cell",1,"Memory CD8+ T cells","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell",0.5
"lungcancer","lung cancer and brain metastasis","GNLY,NKG7,FGFBP2,GZMB,PRF1,KLRD1,GZMH,CST7,KLRF1,CTSW","NK cells","natural killer cell","CL:0000623","t/nk cell","Cytotoxic T cells / Natural Killer cells","cytotoxic T cell,natural killer cell","CL:0000910,CL:0000623","t/nk cell",0.5,NA,NA,NA,NA,NA,"Natural Killer Cells","natural killer cell","CL:0000623","t/nk cell",1,"Anti-tumor immune cell",NA,NA,"immune cell",0.5,"NK_cell","natural killer cell","CL:0000623","t/nk cell",1,"Natural killer  cells","natural killer cell","CL:0000623","t/nk cell",1
"lungcancer","lung cancer and brain metastasis","CD79A,MS4A1,VPREB3,CD79B,IGKC,IGLC2,IGHM,BANK1,IGHG1,IGLC3","B lymphocytes","B cell","CL:0000236","b cell","B cells","B cell","CL:0000236","b cell",1,NA,NA,NA,NA,NA,"B Cells (Plasma Cells)","plasma cell","CL:0000786","b cell",0.5,"B cell","B cell","CL:0000236","b cell",1,"B_cell","B cell","CL:0000236","b cell",1,"Naive B cells","naive B cell","CL:0000788","b cell",0.5
"lungcancer","lung cancer and brain metastasis","DCN,MGP,LUM,IGFBP7,COL1A2,FBLN1,SPARCL1,RARRES2,SPARC,C1S","Fibroblasts","fibroblast","CL:0000057","fibroblast","Fibroblasts","fibroblast","CL:0000057","fibroblast",1,NA,NA,NA,NA,NA,"Fibroblasts","fibroblast","CL:0000057","fibroblast",1,"Capillary cell",NA,NA,"blood vessel cell",0,"Smooth_muscle_cells","smooth muscle cell","CL:0000192","muscle cell",0,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0.5
"lungcancer","lung cancer and brain metastasis","CLDN5,RAMP2,GNG11,CAV1,SPARCL1,IGFBP7,CLEC14A,EPAS1,TM4SF1,EGFL7","Endothelial cells","endothelial cell","CL:0000115","endothelial cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",1,NA,NA,NA,NA,NA,"Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",1,"Alveolar epithelial progenitor cell",NA,NA,"epithelial cell",0.5,"Endothelial_cells","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial cells","endothelial cell","CL:0000115","endothelial cell",1
"lungcancer","lung cancer and brain metastasis","TPSB2,TPSAB1,CPA3,MS4A2,HPGDS,RGS13,GATA2,VWA5A,C1orf186,RP11-354E11.2","MAST cells","mast cell","CL:0000097","granulocyte","Mast cells","mast cell","CL:0000097","granulocyte",1,NA,NA,NA,NA,NA,"Mast Cells","mast cell","CL:0000097","granulocyte",1,"Megakaryocyte","megakaryocyte","CL:0000556","megakaryocyte",0,"CMP","common myeloid progenitor","CL:0000049","progenitor cell",0,"Basophils","mature basophil","CL:0000043","granulocyte",0.5
"lungcancer","lung cancer and brain metastasis","SFTPB,SFTPA2,SFTPA1,SLPI,WFDC2,NAPSA,SLC34A2,SFTA2,SCGB3A2,AGR3","Epithelial cells","epithelial cell","CL:0000066","epithelial cell","Alveolar epithelial type II cells","type II pneumocyte","CL:0002063","epithelial cell",0.5,NA,NA,NA,NA,NA,"Alveolar Type 2 Cells","type II pneumocyte","CL:0002063","epithelial cell",0.5,"Lung cell",NA,NA,"lung cell",0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",1,"Pulmonary alveolar type II cells","type II pneumocyte","CL:0002063","epithelial cell",0.5
"lungcancer","lung cancer and brain metastasis","KRT19,KRT18,AGR2,KRT8,MDK,CLDN4,ELF3,EPCAM,KRT7,MAL2","Malignant cells","malignant cell","CL:0001064","malignant cell","Epithelial cells (lung cancer cells)",NA,NA,"malignant cell",1,NA,NA,NA,NA,NA,"Epithelial Cells","epithelial cell","CL:0000066","epithelial cell",0,"Alveolar type 2-like cell","type II pneumocyte","CL:0002063","epithelial cell",0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0,"Cholangiocytes","cholangiocyte","CL:1000488","epithelial cell",0
"lungcancer","lung cancer and brain metastasis","PLP1,CRYAB,PTGDS,S100B,PPP1R14A,GPM6B,APLP1,APOD,MAG,TF","Oligodendrocytes","oligodendrocyte","CL:0000128","oligodendrocyte","Oligodendrocytes","oligodendrocyte","CL:0000128","oligodendrocyte",1,NA,NA,NA,NA,NA,"Oligodendrocytes","oligodendrocyte","CL:0000128","oligodendrocyte",1,"Fibroblast-like cell","fibroblast","CL:0000057","fibroblast",0,"Astrocyte","astrocyte","CL:0000127","astrocyte",0.5,"Oligodendrocytes","oligodendrocyte","CL:0000128","oligodendrocyte",1
"tabulasapiens","Bladder","IL7R,CXCR4,IL32,CD3D,CD2,CD3E,KLRB1,CCL5,TRBC2,CD52","t cell","T cell","CL:0000084","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",1,NA,NA,NA,NA,NA,"T Cells","T cell","CL:0000084","t/nk cell",1,"T cell","T cell","CL:0000084","t/nk cell",1,"T_cells","T cell","CL:0000084","t/nk cell",1,"Memory CD8+ T cells","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell",0.5
"tabulasapiens","Bladder","CD163,AIF1,C1QA,IL1B,LYZ,C1QB,RNASE1,TYROBP,MS4A6A,FCER1G","macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",1,NA,NA,NA,NA,NA,"Macrophages","macrophage","CL:0000235","macrophage/monocyte",1,"Myeloid cell","myeloid cell","CL:0000763","myeloid cell",0,"Monocyte","monocyte","CL:0000576","macrophage/monocyte",0.5,"Kupffer cells","Kupffer cell","CL:0000091","macrophage/monocyte",0.5
"tabulasapiens","Bladder","PLAT,A2M,LUM,PDGFRA,COL3A1,PDPN,MFAP4,NR2F1,CCN1,F3","myofibroblast cell","myofibroblast cell","CL:0000186","myofibroblast cell","Fibroblasts","fibroblast","CL:0000057","fibroblast",0,NA,NA,NA,NA,NA,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0,"Lymphatic endothelial cell","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",0,"Tissue_stem_cells",NA,NA,"stem cell",0,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0
"tabulasapiens","Bladder","KRT19,S100P,CLDN4,DHRS2,PSCA,ELF3,SPINK1,TACSTD2,GPX2,KRT8","bladder urothelial cell","bladder urothelial cell","CL:1001428","epithelial cell","Urothelial cells","urothelial cell","CL:0000731","epithelial cell",0.5,NA,NA,NA,NA,NA,"Urothelial Cells","urothelial cell","CL:0000731","epithelial cell",0.5,"Luminal cell",NA,NA,"epithelial cell",0.5,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0.5,"Cholangiocytes","cholangiocyte","CL:1000488","epithelial cell",0.5
"tabulasapiens","Bladder","CLDN5,ADGRL4,CLEC14A,VWF,SOX17,FLT1,EMCN,PLVAP,ESAM,SOX18","capillary endothelial cell","capillary endothelial cell","CL:0002144","endothelial cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",0.5,NA,NA,NA,NA,NA,"Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Endothelial cell","endothelial cell","CL:0000115","endothelial cell",0.5,"Endothelial_cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Endothelial","endothelial cell","CL:0000115","endothelial cell",0.5
"tabulasapiens","Bladder","DES,ACTG2,MYH11,ACTC1,CNN1,SYNM,MYLK,PCP4,SMTN,SYNPO2","smooth muscle cell","smooth muscle cell","CL:0000192","muscle cell","Smooth muscle cells","smooth muscle cell","CL:0000192","muscle cell",1,NA,NA,NA,NA,NA,"Smooth Muscle Cells","smooth muscle cell","CL:0000192","muscle cell",1,"P53-like cell",NA,NA,NA,0,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0
"tabulasapiens","Bladder","PLA2G2A,IGFBP6,MGP,DCN,SFRP2,ADH1B,APOD,C1R,EFEMP1,GPX3","fibroblast","fibroblast","CL:0000057","fibroblast","Pericytes","pericyte","CL:0000669","pericyte",0.5,NA,NA,NA,NA,NA,"Epithelial Cells","epithelial cell","CL:0000066","epithelial cell",0,"Fibroblast","fibroblast","CL:0000057","fibroblast",1,"Fibroblasts","fibroblast","CL:0000057","fibroblast",1,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0.5
"tabulasapiens","Bladder","TAGLN,ACTA2,RGS5,MYH11,MYL9,AP002956.1,TPM2,PPP1R14A,SORBS2,CSRP2","pericyte cell","pericyte","CL:0000669","pericyte","Myofibroblasts","myofibroblast cell","CL:0000186","myofibroblast cell",0,NA,NA,NA,NA,NA,"Smooth Muscle Cells","smooth muscle cell","CL:0000192","muscle cell",0,"Myofibroblast","myofibroblast cell","CL:0000186","myofibroblast cell",0,"Tissue_stem_cells",NA,NA,"stem cell",0,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0.5
"tabulasapiens","Bladder","TPSB2,TPSAB1,CPA3,HPGDS,MS4A2,RHEX,IL1RL1,KIT,CD69,VWA5A","mast cell","mast cell","CL:0000097","granulocyte","Mast cells","mast cell","CL:0000097","granulocyte",1,NA,NA,NA,NA,NA,"Mast Cells","mast cell","CL:0000097","granulocyte",1,"Mast cell","mast cell","CL:0000097","granulocyte",1,"Monocyte","monocyte","CL:0000576","macrophage/monocyte",0,"Mast cells","mast cell","CL:0000097","granulocyte",1
"tabulasapiens","Bladder","GZMB,GZMA,NKG7,GNLY,IL32,PRF1,CCL5,CD2,CD3D,CST7","nk cell","natural killer cell","CL:0000623","t/nk cell","Cytotoxic T cells","cytotoxic T cell","CL:0000910","t/nk cell",0.5,NA,NA,NA,NA,NA,"Cytotoxic T Cells","cytotoxic T cell","CL:0000910","t/nk cell",0.5,"M1 macrophage","inflammatory macrophage","CL:0000863","macrophage/monocyte",0,"NK_cell","natural killer cell","CL:0000623","t/nk cell",1,"CD8+ NKT-like cells",NA,NA,"t/nk cell",0.5
"tabulasapiens","Bladder","CCL21,TFF3,CLDN5,MMRN1,ECSCR,KANK3,PCAT19,NTS,SCN3B,FLT4","endothelial cell of lymphatic vessel","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell","Venous endothelial cells","vein endothelial cell","CL:0002543","endothelial cell",0.5,NA,NA,NA,NA,NA,"Epithelial Cells","epithelial cell","CL:0000066","epithelial cell",0.5,"NA",NA,NA,NA,0,"Endothelial_cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Lymphatic endothelial cells","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",1
"tabulasapiens","Bladder","ACKR1,AQP1,PLVAP,VWF,CLDN5,PECAM1,IFI27,TM4SF1,EMCN,ADGRL4","vein endothelial cell","vein endothelial cell","CL:0002543","endothelial cell","Arterial endothelial cells","endothelial cell of artery","CL:1000413","endothelial cell",0.5,NA,NA,NA,NA,NA,"Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Endothelial cell","endothelial cell","CL:0000115","endothelial cell",0.5,"Endothelial_cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Endothelial","endothelial cell","CL:0000115","endothelial cell",0.5
"tabulasapiens","Bladder","MS4A1,HLA-DQA1,CD79A,BANK1,TNFRSF13C,NAPSB,TNFRSF13B,STAG3,SPIB,BLK","b cell","B cell","CL:0000236","b cell","B cells","B cell","CL:0000236","b cell",1,NA,NA,NA,NA,NA,"Macrophages","macrophage","CL:0000235","macrophage/monocyte",0.5,"Follicular B cell","follicular B cell","CL:0000843","b cell",0.5,"B_cell","B cell","CL:0000236","b cell",1,"Naive B cells","naive B cell","CL:0000788","b cell",0.5
"tabulasapiens","Bladder","JCHAIN,IGHA1,IGHA2,IGKC,MZB1,DERL3,IGLC3,SEC11C,IGHG1,FKBP11","plasma cell","plasma cell","CL:0000786","b cell","Plasma cells","plasma cell","CL:0000786","b cell",1,NA,NA,NA,NA,NA,"B Cells","B cell","CL:0000236","b cell",0.5,"B cell","B cell","CL:0000236","b cell",0.5,"B_cell","B cell","CL:0000236","b cell",0.5,"Plasma B cells","plasma cell","CL:0000786","b cell",1
"tabulasapiens","Bladder","AL139020.1,LILRA4,LINC00996,SCT,CLEC4C,PTCRA,FAM129C,PACSIN1,SLC32A1,AL357143.1","plasmacytoid dendritic cell","plasmacytoid dendritic cell","CL:0000784","dendritic cell","Dendritic cells","dendritic cell","CL:0000451","dendritic cell",0.5,NA,NA,NA,NA,NA,"Plasma Cells","plasma cell","CL:0000786","b cell",0.5,"NA",NA,NA,NA,0,"Pre-B_cell_CD34-",NA,NA,"b cell",0.5,"Synapses",NA,NA,"brain cell",0
"tabulasapiens","Blood","ALAS2,CA1,HBA1,AHSP,HBD,SNCA,HBA2,SLC25A39,HBB,HBM","erythrocyte","erythrocyte","CL:0000232","erythroid cell","Erythrocytes","erythrocyte","CL:0000232","erythroid cell",1,NA,NA,NA,NA,NA,"Erythrocytes","erythrocyte","CL:0000232","erythroid cell",1,"Red blood cell (erythrocyte)","erythrocyte","CL:0000232","erythroid cell",1,"BM",NA,NA,NA,0,"Erythroid-like and erythroid precursor cells","erythroid lineage cell,erythroid progenitor cell","CL:0000764,CL:0000038","erythroid cell,progenitor cell",0.5
"tabulasapiens","Blood","IL7R,IL32,CD3D,TRAC,CD3E,CD3G,BCL11B,CD69,ETS1,TRBC2","cd4-positive, alpha-beta memory t cell","CD4-positive, alpha-beta memory T cell","CL:0000897","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",0.5,NA,NA,NA,NA,NA,"T Cells","T cell","CL:0000084","t/nk cell",0.5,"Naive cytotoxic T cell",NA,NA,"t/nk cell",0.5,"T_cells","T cell","CL:0000084","t/nk cell",0.5,"Memory CD4+ T cells","CD4-positive, alpha-beta memory T cell","CL:0000897","t/nk cell",1
"tabulasapiens","Blood","GNLY,KLRD1,NKG7,GZMA,CCL5,ARL4C,DUSP2,CD7,CTSW,HIST1H1E","cd8-positive, alpha-beta cytokine secreting effector t cell","CD8-positive, alpha-beta cytokine secreting effector T cell","CL:0000908","t/nk cell","Natural Killer Cells","natural killer cell","CL:0000623","t/nk cell",0.5,NA,NA,NA,NA,NA,"Cytotoxic T Cells/Natural Killer Cells","cytotoxic T cell,natural killer cell","CL:0000910,CL:0000623","t/nk cell",0.5,"CD3/CD28-stimulated NK cell",NA,NA,"t/nk cell",0.5,"NK_cell","natural killer cell","CL:0000623","t/nk cell",0.5,"CD8+ NKT-like cells",NA,NA,"t/nk cell",0.5
