"dataset","tissue","marker","manual_annotation","manual_CLname","manual_CLID","manual_broadtype","gpt4aug3_annotation","gpt4aug3_CLname","gpt4aug3_CLID","gpt4aug3_broadtype","gpt4aug3_agreement"
"tabulasapiens_top30","Lymph Node","CCL4,CCL5,CD8A,GZMK,GZMA,CST7,NKG7,KLRD1,CD8B,CTSW,DUSP2,CD3E,IL32,ID2,LYAR,HCST,CMC1,GZMM,PARP8,KLRG1,PRF1,CCL4L2,CD3D,FYN,CD2,TNFAIP3,HOPX,SYTL3,CD7,SH2D1A","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell","CL:0000625","t/nk cell","Cytotoxic T cell","cytotoxic T cell","CL:0000910","t/nk cell",0.5
"tabulasapiens_top30","Lymph Node","IL7R,CD3E,LEF1,RGCC,ITK,FYB1,IL6ST,RPS4Y1,CD3D,BCL11B,LEPROTL1,NDFIP1,CAMK4,ETS1,SARAF,SRGN,CYBA,TCF4,SWAP70,BLK,HLA-DMA,RALGPS2,ADAM28,MARCKS,CD79B,MARCH1,TNFRSF13C,MEF2C,CD83,HLA-DRB1","t cell","T cell","CL:0000084","t/nk cell","T cell","T cell","CL:0000084","t/nk cell",1
"tabulasapiens_top30","Lymph Node","KLRB1,IL7R,CD3E,TNFAIP3,ID2,CD2,RORA,NFKBIA,FYN,IL32,ARL4C,FYB1,AAK1,PTGER4,SRGN,IL18R1,ETS1,ZFP36L2,MARCKS,RALGPS2,MARCH1,MEF2C,TNFRSF13C,HLA-DRB1,IRF8,BANK1,HLA-DPB1,CD74,HLA-DPA1,MS4A1","type i nk t cell","type I NK T cell","CL:0000921","t/nk cell","T cell","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top30","Lymph Node","MAL,IL7R,CD4,CD3E,LEF1,FYB1,BCL11B,ITK,CD3D,IL6ST,RGCC,LEPROTL1,CD3G,TCF7,ARL4C,NDFIP1,INPP4B,PRKCQ-AS1,AAK1,CAMK4,SPOCK2,TNFAIP3,TRAC,CD2,CD40LG,CTLA4,GIMAP7,FBXO32,RPS4Y1,GIMAP4","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell","CL:0000624","t/nk cell","T cell","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top30","Lymph Node","IL7R,CD74,HLA-DPA1,HLA-DPB1,CD79A,HLA-DRA,CD3E,EEF1A1P5,SCN1B,MS4A1,ID2,IRF8,BANK1,CD37,TNFAIP3,CD79B,IL1R1,HLA-DRB1,CYBA,TNFRSF13C,LAPTM5,RALGPS2,MARCH1,MARCKS,BLK,PCDH9,MEF2C,SWAP70,ARHGAP24,HLA-DMA","innate lymphoid cell","innate lymphoid cell","CL:0001065","innate lymphoid cell","B cell","B cell","CL:0000236","b cell",0
"tabulasapiens_top30","Lymph Node","FOXP3,CTLA4,RTKN2,IKZF2,TIGIT,AC133644.2,ICA1,IL32,IL2RA,STAM,HACD1,TBC1D4,TNFRSF4,DUSP4,LEF1,SIRPG,CD3E,RGS1,LINC01943,SKAP1,MAL,CD4,DUSP16,CD28,CD3D,SPOCK2,GCNT4,TOX2,TIAM1,PDE3B","regulatory t cell","regulatory T cell","CL:0000815","t/nk cell","Treg cell","regulatory T cell","CL:0000815","t/nk cell",1
"tabulasapiens_top30","Lymph Node","MZB1,JCHAIN,IGHG1,PRDX4,XBP1,IGHG2,TXNDC5,SEC11C,DERL3,IGHG3,FKBP11,MYDGF,SDF2L1,HSP90B1,PDIA4,CD38,RRBP1,SSR3,ITM2C,HDLBP,PDIA6,TNFRSF17,LMAN1,IGHG4,KDELR2,PPIB,IGLL5,RPN2,P4HB,UBE2J1","plasma cell","plasma cell","CL:0000786","b cell","Plasma B cell","plasma cell","CL:0000786","b cell",1
"tabulasapiens_top30","Lymph Node","S100A8,G0S2,CSF3R,IL1R2,S100A12,FPR1,CXCL8,SERPINA1,FCGR3B,PLAUR,AQP9,FCGR2A,S100P,IL1B,CXCR2,VNN2,CLEC4E,IRAK3,SLC11A1,ALPL,SMIM25,IGSF6,STEAP4,PYGL,LRG1,IL1RN,C5AR1,MCEMP1,TLR2,TREM1","neutrophil","neutrophil","CL:0000775","granulocyte","Neutrophil","neutrophil","CL:0000775","granulocyte",1
"tabulasapiens_top30","Lymph Node","S100A8,S100A9,LYZ,VCAN,THBS1,CXCL8,PLAUR,AIF1,CST3,S100A12,FCN1,IL1B,EREG,C5AR1,MNDA,TYROBP,IL1R2,FCER1G,CD163,NLRP3,CEBPD,LST1,MAFB,MS4A6A,AC020656.1,FGL2,FPR1,CXCL2,ACSL1,SLC11A1","classical monocyte","classical monocyte","CL:0000860","macrophage/monocyte","Monocyte","monocyte","CL:0000576","macrophage/monocyte",0.5
"tabulasapiens_top30","Lymph Node","GNLY,FCER1G,KLRD1,NKG7,TYROBP,KLRB1,AREG,KLRF1,CTSW,XCL1,PRF1,KLRC1,CLIC3,CEBPD,XCL2,GZMB,IL18,TMIGD2,SH2D1B,PTGDR,TRDC,IGFBP7,FGFBP2,NCAM1,S1PR5,ATP8B4,NCR1,KLRC2,ADGRG1,TNFRSF18","nk cell","natural killer cell","CL:0000623","t/nk cell","Natural Killer Cell","natural killer cell","CL:0000623","t/nk cell",1
"tabulasapiens_top30","Lymph Node","APOE,APOC1,C1QB,C1QA,LYZ,GPNMB,TYROBP,CST3,C1QC,LGALS3,ACP5,CD163,CTSB,SELENOP,CPM,FCER1G,CTSD,CHIT1,CFD,PLD3,DAB2,GRN,CCL18,LIPA,CTSK,IGSF6,NUPR1,TIMP2,CYP27A1,CD9","macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophage","macrophage","CL:0000235","macrophage/monocyte",1
"tabulasapiens_top30","Lymph Node","IGFBP7,MGP,TIMP3,VWF,SPARCL1,TFPI,IGFBP4,MMRN1,CLU,CLDN5,GNG11,EGFL7,ADIRF,CAV1,HSPG2,NFIB,PTMS,NR2F2,ID1,SOX18,ENG,RAMP2,C7,RAMP3,CAVIN2,CAVIN1,EPAS1,IL33,CALD1,TM4SF1","endothelial cell","endothelial cell","CL:0000115","endothelial cell","Endothelial cell","endothelial cell","CL:0000115","endothelial cell",1
"tabulasapiens_top30","Lymph Node","CPVL,LGALS2,FLT3,S100B,IDO1,CLEC7A,SHTN1,CLIC2,RASSF4,HCK,BATF3,EBI3,RGS18,CD1E,CCL17,SERPINF1,CLEC9A,PPP1R14A,PRKAR2B,CD93,ZNF366,C15orf48,MYCL,CYP2S1,PKIB,LIMCH1,LAD1,SERPINF2,KCNMB1,AC064805.1","cd141-positive myeloid dendritic cell","CD141-positive myeloid dendritic cell","CL:0002394","dendritic cell","Dendritic cell","dendritic cell","CL:0000451","dendritic cell",0.5
"tabulasapiens_top30","Lymph Node","CPVL,LGALS2,MRC1,EREG,CLEC7A,CLEC10A,SERPINA1,TNFAIP2,RAB32,FLT3,TGFBI,SHTN1,CSTA,CSF1R,HCK,CD93,RGS18,RASSF4,LILRB2,SLAMF8,TLR2,SLC8A1,CLIC2,CD33,EBI3,FES,CD1E,LPCAT2,CLEC9A,PID1","cd1c-positive myeloid dendritic cell","CD1c-positive myeloid dendritic cell","CL:0002399","dendritic cell","Dendritic cell","dendritic cell","CL:0000451","dendritic cell",0.5
"tabulasapiens_top30","Lymph Node","S100A9,LYZ,S100A8,AIF1,THBS1,CST3,CD163,IL1B,TYROBP,VCAN,C5AR1,FCN1,LST1,FCER1G,CEBPD,MS4A6A,FGL2,PLAUR,MAFB,EREG,MS4A7,CD14,CXCL2,TIMP1,MNDA,IER3,SERPINA1,VSIG4,TYMP,CXCL8","intermediate monocyte","intermediate monocyte","CL:0002393","macrophage/monocyte","Monocyte","monocyte","CL:0000576","macrophage/monocyte",0.5
"tabulasapiens_top30","Lymph Node","PRDM16,DPPA4,IL17RE,ADGRD1,SYT2,KCNK17,NYNRIN,SHD,LINGO4,NRXN2,PRSS57,IDO2,AC125603.1,DEFA4,HOXA6,AC092868.1,ENHO,MLC1,RORC,ILDR2,CASC15,SMIM24,AC080038.1,KIT,EMID1,IL4I1,SH3BP4,DIPK1C,TMEM136,NREP","hematopoietic stem cell","hematopoietic stem cell","CL:0000037","stem cell","Proliferating Cell",NA,NA,NA,0
"tabulasapiens_top30","Lymph Node","MAFB,FCGR3A,FCGR3B,LYVE1,PDK4,DAB2,TNFAIP2,C5AR1,SH3PXD2B,RASSF4,RBP7,CXCR2P1,FPR1,HK3,FCER1G,HCK,RN7SL368P,PTGS2,TNFAIP6,SHTN1,TMIGD3,C1QC,ETS2,GAS7,S100A9,MS4A6A,F13A1,MS4A7,TYROBP,CD163","non-classical monocyte","non-classical monocyte","CL:0000875","macrophage/monocyte","Neutrophil","neutrophil","CL:0000775","granulocyte",0
"tabulasapiens_top30","Lymph Node","TPSB2,TPSAB1,CPA3,CTSG,RHEX,IL1RL1,MS4A2,KIT,HPGDS,GATA2,HPGD,VWA5A,CLU,SLC18A2,ADCYAP1,CD9,CMA1,LTC4S,NSMCE1-DT,PNMT,RGS13,LINC01835,MAOB,HDC,AL157895.1,RAB32,GCSAML,WNK3,MEIS2,ACOT7","mast cell","mast cell","CL:0000097","granulocyte","Mast cell","mast cell","CL:0000097","granulocyte",1
"tabulasapiens_top30","Lymph Node","SCT,FCER1A,CLEC4C,PTCRA,KCNK17,SHD,AL357143.1,CUX2,DRD4,COBL,LINC01225,KCNG2,AC092868.1,LINC01226,NR5A1,LINC01724,AC097375.1,SLC4A3,KCNK10,AC018634.1,LRRC26,CACNA2D3,PLXNA4,EPHB1,SCN9A,AC090771.2,KCNA5,PROC,ZNF730,EPHA2","plasmacytoid dendritic cell","plasmacytoid dendritic cell","CL:0000784","dendritic cell","Mast cell","mast cell","CL:0000097","granulocyte",0
"tabulasapiens_top30","Lymph Node","APOD,DCN,MGP,CFD,GPX3,ADH1B,SPARCL1,C1S,SERPING1,C7,IGFBP5,MGST1,TIMP3,COL6A2,C1R,IGFBP7,LUM,FBLN1,COL6A1,C3,SERPINF1,MMP2,CALD1,COL6A3,LAMA2,FBLN2,IGFBP6,NNMT,CXCL14,PLPP3","stromal cell","stromal cell","CL:0000499","stromal cell","Hepatic stellate cell","hepatic stellate cell","CL:0000632","fibroblast",0.5
"tabulasapiens_top30","Lymph Node","HBD,CA1,AHSP,HBM,ALAS2,SNCA,SLC4A1,GYPB,TRIM58,SELENBP1,RHAG,PDZK1IP1,EPB42,HBQ1,KLF1,SPTA1,GYPA,MYL4,TSPO2,ABCC13,NFE2,GATA1,TAL1,XK,PHOSPHO1,TRIM10,SMIM5,LINC00570,FHDC1,IFIT1B","erythrocyte","erythrocyte","CL:0000232","erythroid cell","Erythroblast","erythroblast","CL:0000765","erythroid cell",0.5
"tabulasapiens_top30","Lymph Node","LAMP3,CCL17,CCL22,LAD1,UBD,AOC1,EYA4,TNNT2,PRIMA1,NFE2L3P1,IDO2,DSG2,NCCRP1,NOS1,RAMP1,NRXN2,COL13A1,TREML1,CCNA1,ITIH1,AJ009632.2,H2AFY2,IDO1,SCUBE2,LIMCH1,SLC6A12,INSM1,ENHO,CLIC2,AC090377.1","mature conventional dendritic cell","mature conventional dendritic cell","CL:0000841","dendritic cell","Dendritic cell","dendritic cell","CL:0000451","dendritic cell",0.5
"tabulasapiens_top30","Lymph Node","AL139020.1,IGHD,YBX3,MTND1P23,IGHM,AL450405.1,HLA-DQA1,RPL10P9,LINC00926,CD79A,RNASE6,LINC02397,STAG3,HLA-DRA,IL4R,FCRL1,CD79B,HLA-DPA1,TNFRSF13C,RPS26,HLA-DMB,MS4A1,IRF8,CD22,HLA-DPB1,BCL11A,FCER2,AFF3,CD72,TSPAN13","naive b cell","naive B cell","CL:0000788","b cell","B cell","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top30","Lymph Node","MTND1P23,AL450405.1,RPL10P9,HLA-DQA1,MS4A1,HLA-DRA,TNFRSF13C,IRF8,CD79A,HLA-DPA1,BANK1,CD79B,RPS26,HLA-DPB1,ADAM28,BCL11A,RPL9P9,CD74,SCIMP,BLK,LINC01781,HLA-DMB,CD22,XIST,HLA-DMA,SMIM14,NAPSB,MEF2C,MARCH1,CD83","memory b cell","memory B cell","CL:0000787","b cell","B cell","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top30","Lymph Node","AL450405.1,RPL10P9,MTND1P23,CCR7,TRAC,GIMAP7,CD3G,RPS26,IL32,PRKCQ-AS1,LDHB,RPL9P9,PASK,BCL11B,RPS4Y1,CD74,HMGB1P5,CD3D,CYBA,MAL,HLA-DRA,HLA-DPA1,PIK3IP1,SERINC5,HLA-DPB1,RPS10,ACSL6,LEF1,LEPROTL1,GAS5","naive thymus-derived cd4-positive, alpha-beta t cell","naive thymus-derived CD4-positive, alpha-beta T cell","CL:0000895","t/nk cell","T cell","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top30","Lymph Node","AL450405.1,MTND1P23,RPL10P9,TRAC,IL32,RPS26,GIMAP7,CD3G,LDHB,RPL9P9,RPS4Y1,CD74,BCL11B,CD3D,HMGB1P5,PRKCQ-AS1,HLA-V,MT-ND4L,PASK,CD2,PIK3IP1,IL7R,TRBC1,CD79A,HLA-DRA,HLA-DPB1,ACSL6,LEPROTL1,HLA-DRB1,HLA-DPA1","cd4-positive, alpha-beta memory t cell","CD4-positive, alpha-beta memory T cell","CL:0000897","t/nk cell","T cell","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top30","Lymph Node","CCL5,GZMA,CCL3L1,GZMK,MTND1P23,CST7,NKG7,CCL4,CCL4L2,IL32,TRGC2,AL450405.1,CD8A,KLRG1,CD8B,DTHD1,CRTAM,AC243829.1,LYAR,RPL10P9,EOMES,GIMAP7,GZMM,CD3D,SH2D1A,CXCR6,RPS5,CD2,HCST,CMC1","cd8-positive, alpha-beta memory t cell","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell","Cytotoxic T cell","cytotoxic T cell","CL:0000910","t/nk cell",0.5
"tabulasapiens_top30","Lymph Node","KLRC1,KLRF1,GNLY,CLIC3,XCL2,NCR1,KLRC2,NCAM1,KLRD1,XCL1,TRDC,NKG7,CCNJL,SH2D1B,AC007278.1,PRF1,FCER1G,IL2RB,CTSW,TRGV9,ATP8B4,SPTSSB,TYROBP,PTGDR,EOMES,SAMD3,CEBPD,NMUR1,FGFBP2,GZMA","mature nk t cell","mature NK T cell","CL:0000814","t/nk cell","Natural Killer cell","natural killer cell","CL:0000623","t/nk cell",0.5
"tabulasapiens_top10","Mammary","DCN,TNFAIP6,THBS2,CTSL,APOD,MMP2,COL6A3,MEDAG,CFD,PRRX1","fibroblast of breast","fibroblast of breast","CL:4006000","fibroblast","Fibroblast","fibroblast","CL:0000057","fibroblast",0.5
"tabulasapiens_top10","Mammary","IL7R,PTPRC,SYTL3,CD7,FYN,SRGN,CYTIP,CXCR4,CD2,SMAP2","t cell","T cell","CL:0000084","t/nk cell","T cell","T cell","CL:0000084","t/nk cell",1
"tabulasapiens_top10","Mammary","CD24,ELF3,KRT18,S100A14,AZGP1,KRT8,KRT19,CLDN7,TACSTD2,SPINT2","luminal epithelial cell of mammary gland","luminal epithelial cell of mammary gland","CL:0002326","epithelial cell","Luminal epithelial cell",NA,NA,"epithelial cell",0.5
"tabulasapiens_top10","Mammary","FCER1G,TYROBP,CD163,C1QA,SLC16A10,C5AR1,FCGR2A,C1QB,FGL2,SLC11A1","macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophage","macrophage","CL:0000235","macrophage/monocyte",1
"tabulasapiens_top10","Mammary","KCNJ8,ABCC9,CNR1,RGS5,PDE3A,GJA4,ADRA2C,TRPC4,GJC1,SSTR2","pericyte cell","pericyte","CL:0000669","pericyte","Vascular smooth muscle cell","vascular associated smooth muscle cell","CL:0000359","muscle cell",0
"tabulasapiens_top10","Mammary","PLN,HRH2,FHL5,ADRA2A,PDE1A,RBM24,LRRC10B,WFDC1,RERGL,SRL","vascular associated smooth muscle cell","vascular associated smooth muscle cell","CL:0000359","muscle cell","Cardiac muscle cell","cardiac muscle cell","CL:0000746","muscle cell",0.5
"tabulasapiens_top10","Mammary","MS4A1,LINC01857,BANK1,SHISA8,TNFRSF13C,IRF8,LINC01781,BLK,P2RX5,CD79A","b cell","B cell","CL:0000236","b cell","B cell","B cell","CL:0000236","b cell",1
"tabulasapiens_top10","Mammary","ACKR1,CLDN5,PECAM1,PLVAP,TCF4,SOX18,ADGRL4,ECSCR,CALCRL,CD93","vein endothelial cell","vein endothelial cell","CL:0002543","endothelial cell","Endothelial cell","endothelial cell","CL:0000115","endothelial cell",0.5
"tabulasapiens_top10","Mammary","KRT5,KRT14,TAGLN,MYLK,SFN,LAMA3,ACTG2,IRX1,COL17A1,C2orf40","basal cell","basal cell","CL:0000646","stem cell","Myoepithelial cell","myoepithelial cell","CL:0000185","epithelial cell",0
"tabulasapiens_top10","Mammary","DERL3,MZB1,JSRP1,SLAMF7,POU2AF1,CD79A,DNAAF1,CENPM,U62317.4,CD27","plasma cell","plasma cell","CL:0000786","b cell","Plasma cell","plasma cell","CL:0000786","b cell",1
"tabulasapiens_top10","Mammary","CLDN5,ADGRL4,CD93,PECAM1,SOX18,CALCRL,ESAM,FLT1,EGFL7,EMCN","endothelial cell of artery","endothelial cell of artery","CL:1000413","endothelial cell","Endothelial cell","endothelial cell","CL:0000115","endothelial cell",0.5
"tabulasapiens_top10","Mammary","MMRN1,CCL21,LYVE1,PKHD1L1,SCN3B,SEMA3A,ADGRG3,MRC1,RELN,SEMA3D","endothelial cell of lymphatic vessel","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell","Lymphatic endothelial cell","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",1
"tabulasapiens_top10","Mammary","SH2D1B,KIR2DL4,LAIR2,S1PR5,KIR3DX1,GZMB,CLIC3,TSPAN32,KLRF1,FGFBP2","nk cell","natural killer cell","CL:0000623","t/nk cell","NK cell","natural killer cell","CL:0000623","t/nk cell",1
"tabulasapiens_top10","Mammary","CPA3,RHEX,HPGDS,RGS13,SLC18A2,TRIM63,HDC,CTSG,RAB44,LINC02207","mast cell","mast cell","CL:0000097","granulocyte","Mast cell","mast cell","CL:0000097","granulocyte",1
"tabulasapiens_top20","Mammary","DCN,TNFAIP6,THBS2,CTSL,APOD,MMP2,COL6A3,MEDAG,CFD,PRRX1,PDGFRA,TFPI,FGF7,IL1R1,SERPINE2,SERPINE1,C11orf96,PLPP3,AKAP12,EDNRB","fibroblast of breast","fibroblast of breast","CL:4006000","fibroblast","Fibroblast","fibroblast","CL:0000057","fibroblast",0.5
"tabulasapiens_top20","Mammary","IL7R,PTPRC,SYTL3,CD7,FYN,SRGN,CYTIP,CXCR4,CD2,SMAP2,LEPROTL1,STK4,CD96,GPR171,SMCHD1,EVI2B,IKZF1,CD8A,TRBC2,CD69","t cell","T cell","CL:0000084","t/nk cell","T-Cell","T cell","CL:0000084","t/nk cell",1
"tabulasapiens_top20","Mammary","CD24,ELF3,KRT18,S100A14,AZGP1,KRT8,KRT19,CLDN7,TACSTD2,SPINT2,CLDN4,EPCAM,KRT7,TM4SF1,WFDC2,DSP,ATP1B1,PERP,IDH2,SLPI","luminal epithelial cell of mammary gland","luminal epithelial cell of mammary gland","CL:0002326","epithelial cell","Luminal Cell",NA,NA,"epithelial cell",0.5
"tabulasapiens_top20","Mammary","FCER1G,TYROBP,CD163,C1QA,SLC16A10,C5AR1,FCGR2A,C1QB,FGL2,SLC11A1,HLA-DQA1,C1orf162,LYZ,RNASE6,C1QC,C3AR1,ADAM28,AIF1,ITGAX,MS4A7","macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophage","macrophage","CL:0000235","macrophage/monocyte",1
"tabulasapiens_top20","Mammary","KCNJ8,ABCC9,CNR1,RGS5,PDE3A,GJA4,ADRA2C,TRPC4,GJC1,SSTR2,NDUFA4L2,NEU4,SGIP1,PDGFRB,RRAD,PDE1A,ADAMTS1,RNF152,ENPEP,CRLF1","pericyte cell","pericyte","CL:0000669","pericyte","Blood Vessel Endothelial Cell","blood vessel endothelial cell","CL:0000071","endothelial cell",0
"tabulasapiens_top20","Mammary","PLN,HRH2,FHL5,ADRA2A,PDE1A,RBM24,LRRC10B,WFDC1,RERGL,SRL,MYOCD,SGCA,AC091182.1,KCNA5,AVPR1A,CDH6,GJA5,MYH11,HEYL,GJA4","vascular associated smooth muscle cell","vascular associated smooth muscle cell","CL:0000359","muscle cell","Airway Smooth Muscle Cell",NA,NA,"muscle cell",0.5
"tabulasapiens_top20","Mammary","MS4A1,LINC01857,BANK1,SHISA8,TNFRSF13C,IRF8,LINC01781,BLK,P2RX5,CD79A,CD19,NAPSB,AL592429.2,C12orf74,LINC02397,MARCH1,LINC00926,VPREB3,TNFRSF13B,POU2F2","b cell","B cell","CL:0000236","b cell","B-Cell","B cell","CL:0000236","b cell",1
"tabulasapiens_top20","Mammary","ACKR1,CLDN5,PECAM1,PLVAP,TCF4,SOX18,ADGRL4,ECSCR,CALCRL,CD93,ADAMTS9,FLT1,ESAM,EGFL7,COL15A1,AP002956.1,ZNF385D,VWF,CDH5,NEURL1B","vein endothelial cell","vein endothelial cell","CL:0002543","endothelial cell","Venous Endothelial Cell","vein endothelial cell","CL:0002543","endothelial cell",1
"tabulasapiens_top20","Mammary","KRT5,KRT14,TAGLN,MYLK,SFN,LAMA3,ACTG2,IRX1,COL17A1,C2orf40,TNS4,OXTR,DKK3,TP63,IRX4,DLK2,LMOD1,TPM2,MSRB3,MRGPRX3","basal cell","basal cell","CL:0000646","stem cell","Myoepithelial Cell","myoepithelial cell","CL:0000185","epithelial cell",0
"tabulasapiens_top20","Mammary","DERL3,MZB1,JSRP1,SLAMF7,POU2AF1,CD79A,DNAAF1,CENPM,U62317.4,CD27,IGLV3-1,ANKRD36BP2,TNFRSF13B,FCRL5,DUSP26,CASP10,FAM30A,MEI1,TNFRSF17,AC012236.1","plasma cell","plasma cell","CL:0000786","b cell","Plasma Cell","plasma cell","CL:0000786","b cell",1
"tabulasapiens_top20","Mammary","CLDN5,ADGRL4,CD93,PECAM1,SOX18,CALCRL,ESAM,FLT1,EGFL7,EMCN,CDH5,ECSCR,SOX17,ADGRF5,BCL6B,NOTCH4,MECOM,JCAD,MYCT1,TIE1","endothelial cell of artery","endothelial cell of artery","CL:1000413","endothelial cell","Arterial Endothelial Cell","endothelial cell of artery","CL:1000413","endothelial cell",1
"tabulasapiens_top20","Mammary","MMRN1,CCL21,LYVE1,PKHD1L1,SCN3B,SEMA3A,ADGRG3,MRC1,RELN,SEMA3D,GPM6A,PGM5,LINC01985,KBTBD11,NR2F1,CASP12,ACKR2,CD200,FLT4,CHRDL1","endothelial cell of lymphatic vessel","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell","Lymphatic Endothelial Cell","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",1
"tabulasapiens_top20","Mammary","SH2D1B,KIR2DL4,LAIR2,S1PR5,KIR3DX1,GZMB,CLIC3,TSPAN32,KLRF1,FGFBP2,CCL3,NKG7,TMSB4XP2,GNLY,SIGLEC7,KLRC3,FCGR3A,RPS15AP16,TRGV9,GZMA","nk cell","natural killer cell","CL:0000623","t/nk cell","NK Cell","natural killer cell","CL:0000623","t/nk cell",1
"tabulasapiens_top20","Mammary","CPA3,RHEX,HPGDS,RGS13,SLC18A2,TRIM63,HDC,CTSG,RAB44,LINC02207,AC063977.6,MIR202HG,CMA1,TPSAB1,AC122713.2,TPSD1,P2RX1,AL358216.1,GCSAML,ITGAX","mast cell","mast cell","CL:0000097","granulocyte","Mast Cell","mast cell","CL:0000097","granulocyte",1
"tabulasapiens_top30","Mammary","DCN,TNFAIP6,THBS2,CTSL,APOD,MMP2,COL6A3,MEDAG,CFD,PRRX1,PDGFRA,TFPI,FGF7,IL1R1,SERPINE2,SERPINE1,C11orf96,PLPP3,AKAP12,EDNRB,CLMP,GEM,C1S,GPX3,COL6A2,SERPING1,MEG3,TWIST1,C1R,FBLN1","fibroblast of breast","fibroblast of breast","CL:4006000","fibroblast","Mesenchymal Cells","mesenchymal cell","CL:0008019","mesenchymal cell",0
"tabulasapiens_top30","Mammary","IL7R,PTPRC,SYTL3,CD7,FYN,SRGN,CYTIP,CXCR4,CD2,SMAP2,LEPROTL1,STK4,CD96,GPR171,SMCHD1,EVI2B,IKZF1,CD8A,TRBC2,CD69,CD53,PPP2R5C,FYB1,CNOT6L,LAPTM5,CD3E,LCP1,CREM,CCL5,PARP8","t cell","T cell","CL:0000084","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",1
"tabulasapiens_top30","Mammary","CD24,ELF3,KRT18,S100A14,AZGP1,KRT8,KRT19,CLDN7,TACSTD2,SPINT2,CLDN4,EPCAM,KRT7,TM4SF1,WFDC2,DSP,ATP1B1,PERP,IDH2,SLPI,SERINC2,ARHGAP29,KRT15,LTF,PTN,SPTSSA,MYO6,SOX4,MAL2,EHF","luminal epithelial cell of mammary gland","luminal epithelial cell of mammary gland","CL:0002326","epithelial cell","Luminal cells",NA,NA,"epithelial cell",0.5
"tabulasapiens_top30","Mammary","FCER1G,TYROBP,CD163,C1QA,SLC16A10,C5AR1,FCGR2A,C1QB,FGL2,SLC11A1,HLA-DQA1,C1orf162,LYZ,RNASE6,C1QC,C3AR1,ADAM28,AIF1,ITGAX,MS4A7,BCAT1,SLC1A3,PLEK,VMO1,MS4A4A,OLR1,HAVCR2,MS4A6A,ITGB2,ADAM8","macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",1
"tabulasapiens_top30","Mammary","KCNJ8,ABCC9,CNR1,RGS5,PDE3A,GJA4,ADRA2C,TRPC4,GJC1,SSTR2,NDUFA4L2,NEU4,SGIP1,PDGFRB,RRAD,PDE1A,ADAMTS1,RNF152,ENPEP,CRLF1,INKA2,TRIB2,CYSLTR2,NPTX2,KCNE4,EDNRA,FHL5,HEYL,COL25A1,ADAMTS4","pericyte cell","pericyte","CL:0000669","pericyte","Pericytes","pericyte","CL:0000669","pericyte",1
"tabulasapiens_top30","Mammary","PLN,HRH2,FHL5,ADRA2A,PDE1A,RBM24,LRRC10B,WFDC1,RERGL,SRL,MYOCD,SGCA,AC091182.1,KCNA5,AVPR1A,CDH6,GJA5,MYH11,HEYL,GJA4,PCP4L1,NEU4,EDIL3,EDNRA,BRSK2,MRVI1,USP2,DACT3,RGS6,AC140912.1","vascular associated smooth muscle cell","vascular associated smooth muscle cell","CL:0000359","muscle cell","Cardiomyocytes","cardiac muscle cell","CL:0000746","muscle cell",0.5
"tabulasapiens_top30","Mammary","MS4A1,LINC01857,BANK1,SHISA8,TNFRSF13C,IRF8,LINC01781,BLK,P2RX5,CD79A,CD19,NAPSB,AL592429.2,C12orf74,LINC02397,MARCH1,LINC00926,VPREB3,TNFRSF13B,POU2F2,SELL,FAM30A,TLR10,GAPT,SCIMP,FGD2,CXorf21,ADAM28,WDFY4,CD52","b cell","B cell","CL:0000236","b cell","B cells","B cell","CL:0000236","b cell",1
"tabulasapiens_top30","Mammary","ACKR1,CLDN5,PECAM1,PLVAP,TCF4,SOX18,ADGRL4,ECSCR,CALCRL,CD93,ADAMTS9,FLT1,ESAM,EGFL7,COL15A1,AP002956.1,ZNF385D,VWF,CDH5,NEURL1B,EMCN,LMO2,NRP2,OLFM1,PREX2,TSPAN7,GALNT18,S1PR1,SOX17,TMEM255B","vein endothelial cell","vein endothelial cell","CL:0002543","endothelial cell","Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",0.5
